teid,chain_id,n_tickets_in_chain,chain_start,chain_end,branch_ids,equipment_names,group_labels,sample_notes
489283,2,1,2021-05-06 20:41:00,2021-06-08 16:06:00,,LPLSE_LPLPY1,202,"SUP: Energized new transmission line between LPL PY and LPL SE
REV: Thu May 06 20:41:28 CDT 2021: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
REQ: LPL PY to SE new equipment"
493688,1,1,2021-10-06 00:00:00,2021-10-08 17:30:00,,T2H,BG101021,"REV: Wed Oct 06 00:02:42 CDT 2021: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
SUP: Energizing equipment for first time and conducting post energizing checks."
493688,2,3,2021-10-13 09:44:00,2022-08-01 00:09:00,,T2H,BG061822,"REQ: Connected to outage # 30557
SUP: This equipment is not being Operational until T2 is energized (06/18/22). This equipment is all in Boggy's Bay 4 where T2 is located. CNP Line 4 Ckt. 88 to South Channel and DSC 1884 be operational later on in Oct. 2022 (subject of another outage form)."
493691,1,1,2021-10-06 00:00:00,2021-10-08 17:30:00,,T5H,BG101021,"REV: Wed Oct 06 00:02:42 CDT 2021: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
SUP: Energizing equipment for first time and conducting post energizing checks."
493691,2,2,2021-10-13 09:06:00,2022-04-25 15:26:00,,T5H,BG041822,"REQ: Forced Outages on this equipment until new equipment is Operational in April 18,2022.
SUP: This equipment is not being Operational until T5 is energized (04/18/22). This equipment is all in Boggy's Bay 2 where T5 is located. CNP Line 3 Ckt. 88 to South Channel and DSC 1885 be operational later on in 4/18/22 (subject of another outage form)."
493697,1,1,2021-10-06 00:00:00,2021-10-08 17:30:00,,T6H,BG101021,"REV: Wed Oct 06 00:02:42 CDT 2021: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
SUP: Energizing equipment for first time and conducting post energizing checks."
493697,2,2,2021-10-13 09:15:00,2022-04-01 13:00:00,,T6H,BG032722,"REQ: Forced Outages on this equipment until new equipment is Operational in March 27,2022.
SUP: This equipment is not being Operational until Transformer 6 is Operational on March 27, 2022."
493700,1,1,2021-10-06 00:00:00,2021-10-08 17:30:00,,T1,BG101021,"REV: Wed Oct 06 00:02:42 CDT 2021: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
SUP: Energizing equipment for first time and conducting post energizing checks."
493700,2,2,2021-10-13 09:26:00,2021-12-09 17:00:00,,T1,BG120921,"REQ: Forced Outages on this equipment until new equipment is Operational in Decemeber 9,2021. * Connected to outage # 30153
SUP: This equipment is not being Operational until Transformer T1 is Operational on December 9th, 2021."
493701,1,1,2021-10-06 00:00:00,2021-10-08 17:30:00,,T3,BG101021,"REV: Wed Oct 06 00:02:42 CDT 2021: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
SUP: Energizing equipment for first time and conducting post energizing checks."
493701,2,2,2021-10-13 08:51:00,2022-03-04 17:00:00,,T3,BG030422,"REQ: Forced Outages on this equipment until new equipment is Operational in March 04,2022. * Connected to outage # 30538
SUP: T3 being relocated from Shell to Boggy. This equipment not being Operational until T3 is energized (03/04/22). This equipment is all in Bay 3 where T3 is located. T6H1 and T6 to be operational later on in March 2022. T6 and T6H1 subject of other outage form."
497123,1,1,2021-01-11 00:00:00,2021-01-20 11:06:00,,LILY_TLINE1,lily,
497123,2,1,2021-02-03 00:01:00,2021-04-08 14:58:00,,LILY_TLINE1,lily,
497350,1,1,2021-01-11 00:00:00,2021-01-20 11:06:00,,T1,lily,
497350,2,1,2021-02-03 00:01:00,2021-04-08 14:58:00,,T1,lily,
497670,1,1,2021-05-12 00:00:00,2021-05-12 01:00:00,,VINSW_CPL1,COPLGRAP,
497670,2,1,2021-12-05 05:00:00,2021-12-12 20:00:00,,VINSW_CPL1,,"SUP: Energized for relay testing
REV: Sun Dec 05 05:00:19 CST 2021: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
REQ: Oncor construction of New Vineyard Switch.  ER will be the extent of the outage."
500354,1,1,2021-04-01 00:00:00,2021-05-06 15:20:00,,T1,,
500354,2,1,2022-11-16 18:01:00,2022-11-21 12:59:00,,T1,,SUP: New equipment energization
502660,1,1,2021-04-01 00:00:00,2021-04-30 16:20:00,,BATCAVE_TLINE1,,
502660,2,1,2021-06-03 00:01:00,2021-06-03 00:02:00,,BATCAVE_TLINE1,,SUP: outage started by mistake
502803,1,1,2021-04-01 00:00:00,2021-04-30 16:20:00,,T1,,
502803,2,1,2021-06-03 00:01:00,2021-06-03 00:02:00,,T1,,SUP: outage entered by mistake
504317,1,3,2021-05-05 00:00:00,2021-05-15 02:40:00,,790_F,67184_1,
504317,2,1,2024-11-01 00:00:00,2024-12-05 13:26:00,,790_F,,"SUP: .
REV: Fri Nov 01 00:02:04 CDT 2024: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
REQ: Line clearance needed in order to cut in station A-frame for the new Rendon Substation."
505458,1,1,2021-05-05 00:00:00,2021-07-23 14:00:00,,PLN_TLINE1,PLN Tx,"REV: Wed May 05 00:02:41 CDT 2021: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
REV: This is your notification that further evaluation is required for this request. A decision will be made in the next approval period.  The new equipment is not available in the current future model.
SUP: New transmission equipment outages for Ramsey/Plainview Solar."
505458,2,1,2022-12-29 08:00:00,2022-12-30 18:00:00,,PLN_TLINE1,PLN,"REV: Thu Dec 29 08:00:55 CST 2022: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
SUP: Main Breaker K010 Tripped Open. Plainview Unit #1 offline.  Need GSU testing to help find cause of Plant outage. This requires Hiljie/ Plainview line de-energized.
REQ: Need Ramsey/Plainview substation isolated for substation GSU Testing."
509640,1,1,2021-05-12 00:00:00,2021-05-18 12:00:00,,15050_E,,
509640,2,1,2024-04-10 06:59:00,2024-04-12 18:52:00,,15050_E,24-06597,"SUP: .
REQ: This clearance is needed to disconnect the temporary bypass, jumpers and floaters around where Merrick POD will be cut into. Manager's approval email for HIO line submittal has been attached."
514362,1,1,2021-07-01 00:00:00,2021-09-29 09:00:00,,T1,,"REV: Thu Jul 01 00:01:15 CDT 2021: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
SUP: New equipment energization for all Flower Valley II transmission equipment (sans pseudo breaker)"
514362,2,1,2022-03-23 08:00:00,2022-03-23 14:24:00,,T1,FVII,"REV: Wed Mar 23 08:00:19 CDT 2022: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
SUP: Complete punch list tasks for site completion												 Complte tasks for COD"
515202,1,1,2021-07-01 00:00:00,2021-09-15 16:35:00,,T2,,"SUP: T2 Energized and soaking for 24 hours.
REV: Thu Jul 01 00:00:36 CDT 2021: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
REQ: Blackjack new equipment energization"
515202,2,2,2022-03-02 12:26:00,2022-03-29 09:40:00,,T2,New Eq,SUP: Forced to cover the mistake of ending the group outage until the planned outage can start
520203,1,1,2021-09-01 00:00:00,2021-09-01 00:01:00,,EGLWC_02A,,REV: Wed Sep 01 00:01:09 CDT 2021: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
520203,2,1,2022-01-05 00:00:00,2022-03-11 16:25:00,,EGLWC_02A,,"SUP: WORK COMPLETE
REV: Wed Jan 05 00:00:03 CST 2022: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization"
521078,1,1,2021-09-09 00:00:00,2021-12-07 16:00:00,,SCOUT_STMBOA11,NewEquip,"SUP: Continues
REV: Thu Sep 09 00:00:29 CDT 2021: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
REQ: New Equipment not yet in service."
521078,2,2,2021-12-10 16:43:00,2022-02-18 17:00:00,,SCOUT_STMBOA11,NewEquip,"SUP: outage will continue
REQ: New Equipment not yet in service. Outage continues"
522217,1,2,2021-09-01 00:00:00,2021-10-03 09:21:00,,T1,"Blue Jay, PLANT","REQ: creating outage ticket in other ID this  one expired
REV: Wed Sep 01 00:01:26 CDT 2021: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization"
522217,2,2,2021-10-27 10:32:00,2021-12-16 11:49:00,,T1,"BLUEEQT2, BLUEJAYT","SUP: Outage expired, New planned end will be submitted
SUP: Missing equipment added until energization"
522218,1,2,2021-09-01 00:00:00,2021-10-03 09:21:00,,T2,"Blue Jay, PLANT","REQ: creating outage ticket in other ID this  one expired
REV: Wed Sep 01 00:01:26 CDT 2021: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization"
522218,2,2,2021-10-27 10:32:00,2021-11-12 10:31:00,,T2,BLUEEQT2,"SUP: Outage expired, New planned end will be submitted
SUP: Missing equipment added until energization"
533032,1,1,2021-11-03 00:00:00,2021-12-09 14:00:00,,KT2,BFCK T2,"REV: Wed Nov 03 00:01:42 CDT 2021: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
SUP: New Equipment Energization"
533032,2,1,2021-12-13 17:10:00,2021-12-14 10:37:00,,KT2,BCK,SUP: Equipment with open trans equip upline
539264,1,3,2021-12-01 00:00:00,2021-12-30 16:00:00,,T2,"NOBLE, Noble HS","REV: Wed Dec 01 00:02:52 CST 2021: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
SUP: New equipment energization tickets for Noble Solar"
539264,2,1,2022-01-06 21:26:00,2022-01-12 12:31:00,,T2,NOB,"SUP: 89T2, 52T2 & T2 were ended prematurely and will remain de-energized."
547757,1,1,2021-11-03 00:00:00,2021-12-10 01:13:00,,APOGEE_TLINE1,KNGCREEK,"REV: Wed Nov 03 00:01:49 CDT 2021: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
SUP: New Equipment Energization"
547757,2,1,2021-12-17 17:01:00,2021-12-29 14:11:00,,APOGEE_TLINE1,,"SUP: Line energized
SUP: New equipment"
552333,1,3,2022-01-05 00:00:00,2022-12-06 08:00:00,,"CIS_BSS1, CKT_31371",,"SUP: will continue with new outage
REV: Wed Jan 05 00:01:12 CST 2022: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
REV: This is your notification that further evaluation is required for this request. A decision will be made in the next approval period.  The new equipment is not available in the current future model.
REQ: NOMCR for new Cistern substation cut-in. Associated with AEN00094069."
552333,2,1,2023-05-16 08:00:00,2023-05-16 13:04:00,,CKT_31371,23-00854,"REV: Tue May 16 08:00:59 CDT 2023: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
REQ: Put SSVT in service"
555249,1,1,2022-02-02 00:00:00,2022-05-20 07:56:00,,T1,,"SUP: Site has been energized
SUP: LCRA has yet to give an update on when work is expected to be completed
SUP: Date is moved, based on LCRA TSP line test
SUP: Expected energization date is tomorrow 5/17
SUP: New expected dates
SUP: LCRA (TSP) still has to complete works at their POI - Cedar Canyon Switching Station (CEDACA) before HI-LONEB can energize. The latest expected completion days is 4/25. We were just recently informed of this and adjusting project schedule to match.
REV: Wed Feb 02 00:01:52 CST 2022: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
REV: This is your notification that further evaluation is required for this request. A decision will be made in the next approval period.  The new equipment is not available in the current future model.
SUP: New Equipment Energization per ERCOT Request for the High Lonesome BESS System"
555249,2,2,2025-12-19 10:57:00,2026-03-01 05:05:00,,HILO,Hi_Lo,"REV: Fri Dec 19 11:39:45 CST 2025: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
REQ: High Lonesome transmission equipment out and pending energization based upon completion of construction."
561049,1,1,2022-03-02 00:00:00,2022-06-08 14:37:00,,T1,,"SUP: Site has energized
REV: Wed Mar 02 00:01:18 CST 2022: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
REV: This is your notification that further evaluation is required for this request. A decision will be made in the next approval period.  The new equipment is not available in the current future model.
REQ: New equipment Outages for the Roseland Project
SUP: New equipment outages for the Roseland project as requested by ERCOT Outage specialist"
561049,2,1,2022-09-09 17:01:00,2022-09-09 17:02:00,,T1,,"SUP: Equipment was added to this list incorrectly, equipment energized"
561050,1,1,2022-03-02 00:00:00,2022-06-08 15:24:00,,T2,,"SUP: Site has energized
REV: Wed Mar 02 00:01:18 CST 2022: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
REV: This is your notification that further evaluation is required for this request. A decision will be made in the next approval period.  The new equipment is not available in the current future model.
SUP: New equipment outages for the Roseland project as requested by ERCOT Outage specialist
REQ: New equipment Outages for the Roseland Project"
561050,2,1,2022-09-09 17:01:00,2022-09-22 10:47:00,,T2,,SUP: Equipment was restored
561051,1,1,2022-03-02 00:00:00,2022-06-08 14:31:00,,T3,,"SUP: Site has energized
REV: Wed Mar 02 00:01:18 CST 2022: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
REV: This is your notification that further evaluation is required for this request. A decision will be made in the next approval period.  The new equipment is not available in the current future model.
REQ: New equipment Outages for the Roseland Project
SUP: New equipment outages for the Roseland project as requested by ERCOT Outage specialist"
561051,2,1,2022-09-09 17:01:00,2022-09-22 10:45:00,,T3,,SUP: Equipment was restored
574184,1,1,2022-05-04 00:00:00,2022-05-04 00:01:00,,DABLON01A,,REV: Wed May 04 00:04:14 CDT 2022: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
574184,2,1,2022-06-02 00:00:00,2022-07-21 11:08:00,,DABLON01A,,"REV: Thu Jun 02 00:02:30 CDT 2022: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
REQ: New Equipment Energization - Add to the model"
575144,1,1,2022-04-01 00:01:00,2022-09-30 13:00:00,,KT1,,"REQ: Per Angie Moy email on 9/30/2022, we are ending the outages for equipment: K011, K010, KT1, and LOAD1
REV: Fri Apr 01 00:04:12 CDT 2022: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
REQ: Revised start date of 4/1/2022 for New Energization of Sandy Branch (SBE).  Another ticket will be created to cover outage period through 5/31/2023"
575144,2,1,2023-04-01 00:01:00,2023-04-18 11:15:00,,KT1,,"REV: Sat Apr 01 00:01:21 CDT 2023: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
REQ: ticket  created to cover outage period through 5/31/2023"
575144,3,1,2023-09-28 00:00:00,2023-10-22 09:31:00,,KT1,,"SUP: energized and closed state.
REQ: Entering equipment outages from QSE transfer."
580444,1,1,2022-07-06 00:00:00,2022-07-06 00:05:00,,ETP_GALOW1,NEW,"REV: Wed Jul 06 00:00:08 CDT 2022: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
REV: This is your notification that further evaluation is required for this request. A decision will be made in the next approval period.  The new equipment is not available in the current future model."
580444,2,1,2022-08-03 00:00:00,2022-08-03 00:05:00,,ETP_GALOW1,NEW,"SUP: .
REV: Wed Aug 03 00:01:29 CDT 2022: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization"
580445,1,1,2022-07-06 00:00:00,2022-07-06 00:05:00,,GALOW_RICEBI1,NEW,"REV: Wed Jul 06 00:00:08 CDT 2022: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
REV: This is your notification that further evaluation is required for this request. A decision will be made in the next approval period.  The new equipment is not available in the current future model."
580445,2,1,2022-08-03 00:00:00,2022-08-03 00:05:00,,GALOW_RICEBI1,NEW,"SUP: .
REV: Wed Aug 03 00:01:29 CDT 2022: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization"
581822,1,1,2022-07-01 00:00:00,2022-07-01 00:05:00,,SCHNDR_BIGHIL22,,"REV: Fri Jul 01 00:00:42 CDT 2022: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
REV: This is your notification that further evaluation is required for this request. A decision will be made in the next approval period.  The new equipment is not available in the current future model."
581822,2,3,2023-06-12 10:12:00,2023-12-15 11:01:00,,SCHNDR_BIGHIL22,,"SUP: .
REQ: 2nd circuit being built between Big Hill and Schneeman Draw"
585347,1,1,2022-09-14 00:00:00,2023-01-30 10:00:00,,6118_D,,"SUP: .
REV: Wed Sep 14 00:00:59 CDT 2022: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
REV: This is your notification that further evaluation is required for this request. A decision will be made in the next approval period.  The new equipment is not available in the current future model"
585347,2,1,2023-05-31 18:01:00,2024-05-15 17:52:00,,6118_D,,SUP: .
586751,1,1,2022-09-01 00:00:00,2022-12-05 13:00:00,,CROSSO_PALOUS11,NEWEQUIP,"REV: Thu Sep 01 00:02:05 CDT 2022: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
REQ: New equipment entering the model. Not yet in service"
586751,2,1,2022-12-12 10:44:00,2022-12-12 20:16:00,,CROSSO_PALOUS11,NEWEQUIP,"SUP: site energized
REQ: Palouse has been energized.  This is to put pseudo switch in right position."
595306,1,1,2022-11-09 00:00:00,2022-12-02 13:37:00,,6520_F,,"REV: Wed Nov 09 00:01:10 CST 2022: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
REV: This is your notification that further evaluation is required for this request. A decision will be made in the next approval period.  The new equipment is not available in the current future model"
595306,2,1,2022-12-06 08:28:00,2022-12-17 00:27:00,,6520_F,,SUP: Dry Wind Tap was placed in service.  No DPC_CAMR associated with this project.  ERCOT/Cody & Shift Engineer/Cody granted permission to place this new line & station in service.  ERCOT/Cody was notified when Dry Wind Tap & the Dry Wind Tap to Sandhills 138 kV line was energized.
601938,1,2,2022-11-02 00:00:00,2022-12-16 14:50:00,,KT1,MYRT0,"SUP: Outage continuing on subsequent ticket.
REQ: Outage continuing on subsequent ticket.
REQ: New equipment energization"
601938,2,1,2023-04-24 06:43:00,2023-04-24 06:44:00,,KT1,MYRTLE,"SUP: x
REQ: Equipment states documented for temporary outage.  Substation opened for safety as unit is working toward new engergization."
601939,1,2,2022-11-02 00:00:00,2022-12-16 14:50:00,,KT2,MYRT0,"SUP: Outage continuing on subsequent ticket.
REQ: Outage continuing on subsequent ticket.
REQ: New equipment energization"
601939,2,1,2023-04-24 06:43:00,2023-04-24 06:44:00,,KT2,MYRTLE,"SUP: x
REQ: Equipment states documented for temporary outage.  Substation opened for safety as unit is working toward new engergization."
602570,1,1,2022-11-02 00:00:00,2022-12-16 09:51:00,,T1A,,"SUP: Site was approved to energize, not generate.
REV: Wed Nov 02 00:03:08 CDT 2022: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
REV: This is your notification that further evaluation is required for this request. A decision will be made in the next approval period.  The new equipment is not available in the current future model."
602570,2,1,2022-12-28 10:25:00,2023-01-11 23:59:00,,T1A,Inertia,REQ: Per Angie Moy request via email
602571,1,1,2022-11-02 00:00:00,2022-12-16 09:51:00,,T1B,,"SUP: Site was approved to energize, not generate.
REV: Wed Nov 02 00:03:08 CDT 2022: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
REV: This is your notification that further evaluation is required for this request. A decision will be made in the next approval period.  The new equipment is not available in the current future model."
602571,2,1,2022-12-28 10:25:00,2023-01-11 23:59:00,,T1B,Inertia,REQ: Per Angie Moy request via email
602572,1,1,2022-11-02 00:00:00,2022-12-16 09:51:00,,T2,,"SUP: Site was approved to energize, not generate.
REV: Wed Nov 02 00:03:08 CDT 2022: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
REV: This is your notification that further evaluation is required for this request. A decision will be made in the next approval period.  The new equipment is not available in the current future model."
602572,2,1,2022-12-28 10:25:00,2023-01-11 23:59:00,,T2,Inertia,REQ: Per Angie Moy request via email
604347,1,1,2022-11-02 00:00:00,2023-04-25 23:59:00,,T1,FENCESLR,"SUP: Switched QSE to ENEL13
REV: Wed Nov 02 00:03:58 CDT 2022: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization"
604347,2,2,2023-05-05 00:01:00,2023-11-21 12:31:00,,T1,FPOST,SUP: New equipment in commissioning
604348,1,1,2022-11-02 00:00:00,2023-04-25 23:59:00,,T2,FENCESLR,"SUP: Switched QSE to ENEL13
REV: Wed Nov 02 00:03:58 CDT 2022: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization"
604348,2,2,2023-05-05 00:01:00,2023-11-21 12:31:00,,T2,FPOST,SUP: New equipment in commissioning
605101,1,2,2022-12-01 00:00:00,2022-12-15 18:00:00,,T-3161,MHOSCLOS,"REQ: WETT Fletcher and ERCOT Moy spoke regarding this outage on 12/1
SUP: New Equipment Energization for Mhos SS"
605101,2,1,2023-01-05 00:00:00,2023-03-09 10:05:00,,T-3161,NVAPline,"REV: Thu Jan 05 00:01:29 CST 2023: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
SUP: New Equipment Energization
REQ: Lines will be up and energized via jumpers over NVAP station until Mar 9th.  I spoke with Angie Moy about the delay from in service to commissioning, she directed this solution."
605102,1,2,2022-12-01 00:00:00,2022-12-15 18:00:00,,T-3211,MHOSCLOS,"REQ: WETT Fletcher and ERCOT Moy spoke regarding this outage on 12/1
SUP: New Equipment Energization for Mhos SS"
605102,2,1,2023-01-05 00:00:00,2023-03-09 10:05:00,,T-3211,NVAPline,"REV: Thu Jan 05 00:01:29 CST 2023: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
SUP: New Equipment Energization
REQ: Lines will be up and energized via jumpers over NVAP station until Mar 9th.  I spoke with Angie Moy about the delay from in service to commissioning, she directed this solution."
609266,1,1,2023-01-05 00:00:00,2023-01-27 00:00:00,,T-1031,NVAP,"REV: Thu Jan 05 00:01:04 CST 2023: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
SUP: New Equipment Energization of the Nova Prime SS"
609266,2,1,2023-03-22 15:04:00,2023-04-10 14:52:00,,T-1031,NVAP138,"REQ: Resubmitted due to incorrectly being completed early.
SUP: New Equipment Energization that is being resubmitted due to being inadvertently completed early."
610169,1,1,2022-12-01 00:00:00,2022-12-01 00:01:00,,413_A,,SUP: .
610169,2,1,2023-02-10 07:19:00,2023-06-28 10:44:00,,413_A,,"SUP: the line has been energized.
REV: Fri Feb 10 07:19:03 CST 2023: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization"
618411,1,3,2023-04-05 00:00:00,2024-07-25 17:05:00,,138_LNC_GDA1,76626-1,"SUP: Equipment is loaded in model but not yet energized. Outage could not be extended due to over a year.
REV: Wed Apr 05 00:00:13 CDT 2023: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
REQ: Adding new line terminal to future Bitcoin Genesis Digital Assets and a new terminal feeding 4-40 MVAR capbanks. Heidi"
618411,2,1,2026-04-30 15:00:00,2027-04-30 14:59:00,,138_LNC_GDA1,26-00335,REQ: Waiting on customer
620175,1,1,2023-04-05 00:00:00,2023-04-14 18:00:00,,1765_B,47343,"SUP: ...
REV: Wed Apr 05 00:00:47 CDT 2023: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization"
620175,2,1,2023-06-29 14:30:00,2023-12-02 07:59:00,,1765_B,,"SUP: .
REQ: forced outage on equipment not yet in service"
621287,1,1,2023-03-01 00:00:00,2023-10-23 06:42:00,,6280_A,40622,"SUP: .
REV: Wed Mar 01 00:01:57 CST 2023: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization"
621287,2,1,2023-12-15 18:01:00,2024-06-12 12:00:00,,6280_A,40622,SUP: updating to new in service date
621288,1,1,2023-03-01 00:00:00,2023-10-23 06:42:00,,6280_B,40622,"SUP: .
REV: Wed Mar 01 00:01:57 CST 2023: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization"
621288,2,1,2023-12-15 18:01:00,2024-06-12 12:00:00,,6280_B,40622,SUP: updating to new in service date
622110,1,1,2023-08-02 00:00:00,2023-08-02 09:32:00,,ANGSTR_GRISSO11,NEWEQUIP,"SUP: .
REV: Wed Aug 02 00:01:18 CDT 2023: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
REQ: New Equipment entering the  model"
622110,2,1,2024-01-01 00:00:00,2024-11-15 12:59:00,,ANGSTR_GRISSO11,,"SUP: .
REQ: not ready for service"
626574,1,1,2023-05-03 00:00:00,2023-10-16 23:23:00,,1395_A,46888,REV: Wed May 03 00:02:30 CDT 2023: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
626574,2,1,2026-01-09 18:16:00,2026-05-27 13:29:00,,1395_A,,SUP: ACF was signed off 5-27-26 by TGO as line energized.
630747,1,3,2023-05-03 00:00:00,2024-05-08 12:00:00,,15030_A,46909,"SUP: force extended on new outage, equipment not yet in service
REV: Wed May 03 00:02:45 CDT 2023: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization"
630747,2,1,2024-08-08 15:30:00,2024-09-30 18:55:00,,15030_A,46909,"SUP: In service.
REQ: force extension equipment not yet in service"
639836,1,4,2023-05-03 00:30:00,2023-10-15 10:45:00,,T1,Catleman,"REV: Wed May 03 00:30:25 CDT 2023: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
REV: This is your notification that further evaluation is required for this request. A decision will be made in the next approval period.  The new equipment is not available in the current future model.
SUP: New Equipment Energization
RAS: New Equipment Energization
REQ: New Equipment Energization"
639836,2,1,2023-11-17 18:00:00,2023-11-18 01:28:00,,T1,Cap Bank,"REV: Fri Nov 17 18:00:36 CST 2023: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
SUP: Site needs to be offline to Install capacitor 52C1"
640238,1,2,2023-06-01 00:00:00,2023-08-08 10:13:00,,T2,HS 2,"REV: Thu Jun 01 00:02:13 CDT 2023: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
SUP: New Equipment Energization Ticket"
640238,2,1,2023-09-22 18:52:00,2023-09-26 16:25:00,,T2,Coral2,SUP: New Equipment not energized.
649088,1,1,2023-10-04 00:00:00,2024-02-27 00:00:00,,HYDR_ESS_TLINE1,QBRD11,REV: Wed Oct 04 00:03:22 CDT 2023: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
649088,2,4,2024-04-15 18:15:00,2024-05-21 12:20:00,,HYDR_ESS_TLINE1,"QBRD11, QSUE74",REQ: Adding a Forced outage request before the new Planned Outage request for New Equipment Energization begin.
649571,1,1,2023-10-04 00:00:00,2024-02-27 00:00:00,,T1,QBRD11,REV: Wed Oct 04 00:03:22 CDT 2023: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
649571,2,4,2024-04-15 18:15:00,2024-05-21 12:20:00,,T1,"QBRD11, QSUE74",REQ: Adding a Forced outage request before the new Planned Outage request for New Equipment Energization begin.
649725,1,1,2023-10-04 00:00:00,2024-03-15 00:00:00,,PALE_ESS_TLINE1,QBRD11,REV: Wed Oct 04 00:03:18 CDT 2023: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
649725,2,4,2024-04-18 00:00:00,2024-07-01 16:01:00,,PALE_ESS_TLINE1,"QBRD11, QSUE74","REV: Thu Apr 18 00:00:13 CDT 2024: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
REQ: Extending the Planned outage request based on commissioning schedule."
649836,1,1,2023-10-04 00:00:00,2024-03-15 00:00:00,,T1,QBRD11,REV: Wed Oct 04 00:03:18 CDT 2023: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
649836,2,3,2024-04-18 00:00:00,2024-07-01 12:00:00,,T1,"QBRD11, QSUE74","REV: Thu Apr 18 00:00:13 CDT 2024: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
REQ: Extending the Planned outage request based on commissioning schedule."
655149,1,1,2023-10-03 23:39:00,2023-10-03 23:40:00,,695_A,,
655149,2,2,2023-10-15 18:01:00,2023-11-01 12:00:00,,695_A,,REV: Sun Oct 15 18:01:27 CDT 2023: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
