abatement,cod_plausible,construction,cost_usd,deep_scan,focus,ia,inr,news,pins,project,status,turns,violations
False,False,False,1.0456708499999998,True,IA confirmed (iaSigned 2024-06-04) but document inaccessible — try PUCT Interchange authenticated session or ERCOT GIS portal for the schedule exhibit and milestone dates | Developer identity unknown — try TX SOS entity search for 'Raven Storage LLC'; look for parent company / sponsor via FERC QF filings or PPA announcements,True,24INR0210,False,0,Raven Storage,ok,39,
False,False,False,0.9045647999999998,False,"Locate New Palouse 138kV substation (#60278) coordinates via ERCOT transmission maps or EIA facility dataset to enable imagery search | Verify developer identity: 'Appaloosa Run Storage, LLC' (aggregator-sourced, unconfirmed) — check TX SOS entity search",False,24INR0238,False,0,Appaloosa Run BESS,ok,42,
False,False,False,1.11211515,True,"Locate Explorer Switching Station 138kV coordinates (try EIA-860, ERCOT transmission data, or Oncor maps) to enable imagery | Retrieve IA document from PUCT Interchange (docket search by INR or project name) — IA was signed 2023-11-02 per queue data, milestone schedule should exist",False,24INR0472,False,0,Amador Storage,ok,44,
False,True,False,1.0563465,True,IA PDF: PUCT Interchange filing for 'Pamela Heights I' (IA signed 2025-10-07) — retrieve parties page and milestone schedule exhibit; portal blocked during triage | POI geolocation: resolve ERCOT facility #47150 'HOC 138kV' to street address/coords to enable imagery — try ERCOT nodal model XML or CenterPoint transmission filings,False,28INR0154,False,0,Pamela Heights I,ok,42,
False,False,False,0.7901014499999999,False,IA search: PUCT Interchange was blocked (402) — retry when portal accessible; search FilingParty='Rose Quartz BESS' | Developer identity: parent company completely unknown — TX SOS business search for 'Rose Quartz BESS LLC' registration,False,25INR0133,False,0,Rose Quartz BESS,ok,38,
False,False,False,0.8411811000000001,True,IA: queue shows iaSigned=2023-11-08 but PUCT portal was blocked — retrieve IA PDF to extract milestone schedule and confirm POI details | Developer identity: infrasure.ai cites 'Bell Solar 1 LLC' as developer; 'Bell 1 Storage LLC' is a related operational entity — clarify parent company and any existing operational BESS at site,False,24INR0365,False,0,Hermes Storage,ok,45,
False,False,False,0.8197580999999998,False,"Verify PUCT Interchange for IA filings under 'IEP Texas Verde II' (portal blocked this run — 402) | Confirm Heights Substation exact coords via CenterPoint/ERCOT network map, then re-run imagery with valid CDSE credentials",False,25INR0310,False,0,IEP Blackhawk,ok,39,
False,False,False,0.9785756999999999,False,PUCT Interchange portal was 402-blocked — retry when credentials available; search FilingParty='Rose Hill Solar LLC' for any IA or study filings | SPV identity gap: 'Rose Hill Solar LLC' is the interconnecting entity but developer/parent unknown — TX SOS entity search would clarify,False,23INR0222,False,0,Sunbelt Solar,ok,43,
False,True,False,0.9548740499999998,True,"PUCT Interchange IA schedule exhibit — portal blocked (402) during triage; IA exists (iaSigned=2024-04-17); retrieve PDF for contractual in-service/COD dates and any amendment | Satellite imagery — CDSE 401 during triage; site candidate is Lake Creek TX (~33.38N, 95.47W); run 3x3 chip grid to confirm active construction footprint",True,24INR0137,True,0,Eagle Springs Solar,ok,43,
False,False,False,0.8405178000000001,False,Confirm whether PUCT IA filing exists under alternate developer/parent company name (project name returned zero PUCT hits) | Identify developer/owner — no LLC registration or press coverage found; parent company unknown,False,22INR0488,False,0,Venture Hill Storage,ok,40,
False,True,False,0.8415978,True,PUCT docket 35077 IA PDF — milestone schedule exhibit (PUCT interchange blocked in triage; use browser session or bulk download) | Precise site location — Tynan Substation coords are POI-inferred only; need parcel/landowner data to center imagery correctly,True,22INR0559,False,0,Honeycomb Solar SLF,ok,37,
,,,1.7330123999999996,,,,24INR0453,,,Longfellow BESS I,no_findings,61,triage_findings.json missing
False,False,False,0.9886880999999998,False,"If FIS is ever approved, re-run triage immediately — that is the single gate blocking all downstream milestones | Confirm actual Rose Hill substation coordinates via Oncor transmission map or ERCOT GIS layer before any imagery attempt",False,23INR0409,False,0,Sunbelt Storage,ok,46,
False,False,False,1.04570775,True,"IA PDF: iaSigned=2021-02-18 confirmed in queue but PUCT Interchange portal returned 402 — retrieve IA to confirm POI substation, milestone schedule, and developer identity | Fix CDSE credentials (401) then run imagery at 31.618,-97.800 (TNPancake/Pancake community) to check for cleared ground or container pads",True,20INR0246,False,0,Ryan Energy Storage,ok,47,
False,False,False,1.42788525,True,PUCT Interchange portal was 402-blocked — retry IA filing search when accessible (FilingParty='Isaac Solar LLC' or description contains '25INR0232') | Locate 'Conoco 138kV' substation (POI #8114) coordinates — use ERCOT network model or AEP transmission planning docs — then run T6 imagery,False,25INR0232,False,0,Isaac Solar,ok,53,
False,False,False,1.0759599,False,"Verify FIS status directly with ERCOT — FIS requested 2020-04-10 but never approved; project may be stalled or withdrawn | PUCT Interchange manual search for Pearl Crescent Storage — portal blocked via WebFetch, IA existence unconfirmed",False,21INR0470,False,0,Pearl Crescent Storage,ok,46,
False,False,False,0.7272897,True,"Resolve anomalous IA date (2020-06-11 for a 23INR project) — likely predecessor project or alt-POI split; find the original INR and its IA document | Locate Charter Substation 138kV (node 8156) in Live Oak County — this is the only site candidate; get coordinates, then run imagery",True,23INR0487,False,0,Brightside Solar Alt POI,ok,34,
False,False,False,0.9941060999999998,True,Resolve operational status: approvedForSynchronization=2021 but no commercialOperationApproved — confirm if unit is already generating or repower stalled | Retrieve IA PDF from PUCT Interchange (IA signed 2019-05-22 confirmed in queue) — milestone schedule and POI details,False,17INR0052,False,0,Horse13 CallD repower,ok,37,
False,False,False,0.8423250000000001,False,"Confirm online/commercial status: check ERCOT CDR or SCED name for Horse13/17INR0053 to verify it is generating | Twin INR 17INR0052 (same 44 MW NextEra repower, same county) — clarify whether both are commissioned or one is the surviving queue entry",True,17INR0053,True,0,HHGT repower Horse13+CallD,ok,37,
False,False,False,1.10255685,True,"Locate actual substation: 'Delaware River SW (11112)' Oncor asset — find Oncor GIS or transmission map to get true substation coords and re-image flat land within 5 km | IA schedule exhibit: PUC control #59145 (portal 402-blocked during triage) — IA signed 2022-02-07, milestone schedule likely has construction dates and latest COD",True,22INR0454,False,0,Wallace Solar,ok,51,
False,False,False,1.1211126000000002,True,IA signed 2024-04-17 but PUCT Interchange blocked (402) — try authenticated session for IA PDF and milestone-schedule exhibit | LLC name ambiguity: 'Eagle Springs Storage LLC' vs 'Eagle Springs Solar LLC' (aggregator discrepancy) — run TX SOS entity search to identify developer/parent company,True,24INR0136,False,0,Eagle Springs Storage,ok,44,
False,True,False,0.8775820500000001,True,PUCT Interchange IA filing — portal blocked during triage (402); search FilingParty=CPS Energy AvR1CT2 or 25INR0531 from a browser session | Interpret 'Approved for synchronization 2024-11-22' with no COD achieved: unit may already be operating; COD queue entry may be administrative/cleanup,False,25INR0531,False,0,CPS Energy AvR1CT2 Rotor Replacement,ok,41,
False,True,False,0.7049217,True,"IA PDF not retrieved (PUCT portal 402-blocked) — try PUCT Interchange via authenticated session or direct docket search for parties/schedule exhibit | Developer Greater Bryant G Solar LLC has no public web presence — Texas SOS entity lookup to confirm registration, parent company, and principals",True,23INR0300,False,0,Holzer Solar,ok,32,
False,True,False,0.7797943500000001,False,TCEQ NSR air permit search — mandatory for gas turbine; verify permit exists for Braunig CT1 rotor swap (may be filed under plant permit amendment rather than new NSR) | PUCT Interchange — check IA status; 'approved for synchronization' without IA signed is anomalous; manual portal search needed,False,24INR0427,False,0,CPS AvR CT1 Rotor Replacement,ok,36,
False,False,False,0.8481063000000001,True,PUCT Docket 57986 — pull all filings; determine whether IA dispute is resolved or injunction-blocked; this is the primary gating risk | PUCT Interchange IA filing for 24INR0502 — retrieve parties/POI page and milestone schedule (portal was 402-blocked in triage),True,24INR0502,True,0,Medina City BESS,ok,39,
,,,1.3917508500000004,,,,26INR0714,,,Pavlov BESS2,no_findings,59,triage_findings.json missing
False,True,False,1.0747554000000001,True,Locate exact NEDIN substation coords (AEP Texas or ERCOT GIS) then run tight 1-km chip to confirm or deny BESS pad | PUCT Interchange IA retrieval (portal was 402 during triage) — extract milestone schedule and counterparty/developer name,True,26INR0682,False,0,North Edinburg BESS 1,ok,46,
False,False,False,1.0505043000000003,True,"IA signed 2025-06-18 but PUCT Interchange was inaccessible (HTTP 402) — retrieve IA PDF to confirm parties, POI detail, and milestone schedule | Developer identity unknown — no web results, no LLC registration found; check Texas SOS directly for 'Harlingen #1 BESS 1 LLC'",True,26INR0691,False,0,Harlingen #1 BESS 1,ok,41,
False,True,False,1.128039,True,"IA exists (signed 2023-08-09) but PUCT Interchange blocked this pass — retrieve IA PDF to confirm parties, POI/substation coords, and milestone schedule | Exact substation pad coords needed before imagery is meaningful — IA map or PUCT filing is the unlock",True,23INR0556,False,0,IEP Orchard BESS,ok,45,
False,True,False,1.1077438500000003,True,"PUCT Interchange IA filing: IA signed 2026-02-03 confirmed in queue but PDF not retrieved (JS-gated portal); fetch the IA PDF to get developer/counterparty name and milestone schedule exhibit | Substation pin: CPS Energy station code C5 / 'Martinez' 138kV is not in OSM — find actual substation coordinates via CPS Energy GIS or ERCOT transmission map, then re-run imagery centered tightly on that POI",True,26INR0702,False,0,Bexar Martinez BESS,ok,49,
False,True,False,1.1275005,True,PUCT Interchange IA retrieval — IA signed 2023-11-29 but portal blocked during triage; IA parties page and milestone schedule exhibit are the key documents | Baseline satellite imagery (2023 vs 2026) to confirm new BESS pad vs pre-existing infrastructure at Escondido substation,True,25INR0593,False,0,Escondido BESS,ok,48,
False,True,False,1.0342206,True,"Fix CDSE auth and run imagery — project is in commissioning; a current chip at ~29.870, -95.376 (1-km buffer, tight) should show pad + container rows if site is real | PUCT Interchange blocked (402) — pull IA filing directly from the IA signed date 2025-08-20 to confirm developer identity and POI/schedule details",True,24INR0481,False,0,Little York BESS,ok,49,
True,False,False,0.8015802000000001,True,"Explain why approved-for-synchronization (2024-09-11) has not converted to commercial-operation-approved after 10+ months — check ERCOT process for repower incremental capacity | Verify SPV name: queue shows no LLC; web shows 'Cedro Hill Wind LLC' (Delaware, county abatement Apr 2024) — confirm this is the queue entity",False,24INR0632,True,0,Cedro Hill Wind Repower,ok,34,
False,True,False,0.9108009000000001,True,"CDSE imagery at 31.4275,-103.4994 once creds restored — tight chip to confirm container pad visible | PUCT Interchange IA PDF (FilingParty=Elm St Infra LLC) — retrieve milestone schedule exhibit",True,25INR0655,False,0,Elm Street BESS,ok,41,
False,True,False,1.0812769500000003,True,PUCT Interchange IA document — retrieve via authenticated session (portal blocked during triage); party names and milestone schedule are the primary unlock | Exact substation coordinates for BUDA_T1 (bus 70498) — needed to run imagery; ERCOT transmission map or HIFLD substation dataset,True,25INR0650,False,0,Buda BESS,ok,52,
False,True,False,1.1445849,True,Locate APPLE Oncor 138kV substation coordinates (ERCOT bus 1276) — try ERCOT transmission GIS or Oncor T-maps to get a pinnable site for imagery | Pull IA PDF from PUCT Interchange (portal was 402-blocked this pass) — confirm milestone schedule and whether COD commitment matches queue claim,True,26INR0574,False,0,Apple BESS,ok,52,
False,,False,1.09701225,False,MANDATORY: TCEQ air permit (NSR) search for Coyanosa Gas or Winkler/Pecos County — no air permit = strong paper-project signal for gas reciprocating unit | PUCT Interchange IA filing — portal returned 402 from this container; run from a browser or authenticated session to confirm IA signed 2025-03-13 and extract schedule exhibit,False,25INR0711,False,0,Coyanosa Gas,ok,51,
False,False,False,1.0828095000000002,True,"Retrieve IA from PUCT Interchange (portal was 402-blocked during triage) — schedule exhibit will show contractual milestones and whether COD has already been extended internally | Locate Kleimann TSP substation (KLEIMA, 138kV, PTI bus 78115) coordinates via ERCOT substation dataset or HIFLD; run tight imagery chip to check for pad construction",True,25INR0769,False,0,Kleimann BESS,ok,53,
False,True,False,1.3111300499999998,True,PUCT Interchange IA filing: portal was 402-blocked during triage — search FilingParty='Highway 6 BESS' manually; IA signed 2025-01-30 so filing likely exists; extract milestone schedule exhibit | Substation location: identify HWY6/Highway 6 138kV substation coordinates in Brazos County (Oncor or BTU service territory) to enable imagery — try ERCOT NOM data or utility CIM files,False,26INR0520,False,0,Highway 6 BESS,ok,54,
False,True,False,0.8671572000000002,True,"Retrieve IA from PUCT Interchange (portal was 402-blocked during triage) — extract milestone schedule and POI/substation coords for precise site pin | Verify developer entity: AUI page says 'Excelsior-Regis', queue identity packet says 'Leakey BESS LLC' — confirm legal SPV name via TX SOS or ERCOT IA signatory",True,23INR0548,True,0,Leakey BESS,ok,40,
False,True,False,1.0408944,True,"Locate CNTYRDS (County Road Sub, Bus #38047) substation coordinates — ERCOT network model files or TNMP GIS data — then run imagery pass | Retrieve IA PDF from PUCT Interchange (portal was 402-blocked in triage) to extract milestone schedule and developer/off-taker identity",True,26INR0512,False,0,County Road BESS,ok,43,
False,True,False,0.89327355,True,IA exists (signed 2026-05-28) but PUCT Interchange was 402-blocked — retrieve IA PDF for parties/POI page and milestone schedule | Developer identity unknown — no LLC registration surfaced; PUCT IA filing will name the counterparty,True,25INR0768,False,0,Stafford Hill BESS,ok,42,
False,True,False,0.8909771999999999,True,IA signed 2024-04-29 confirmed in queue but PUCT Interchange blocked (402) — retry IA PDF retrieval for milestone schedule exhibit and developer identity beyond Regis East Bernard LLC | CDSE credentials expired (401) — refresh and run tight 1-km chip at 29.5273/-96.0647 plus 2023 baseline to detect gravel pad / container rows,True,25INR0601,False,0,East Bernard BESS,ok,41,
False,True,False,0.9396358500000002,True,"IA confirmed but PDF not retrieved — PUCT Interchange JS portal blocked; deep scan should pull IA PDF to extract milestone schedule and parties (developer identity unknown) | No developer identified — TX SOS LLC search for 'Pledger BESS, LLC' to confirm entity and identify sponsor",True,25INR0604,False,0,Pledger BESS,ok,41,
False,False,False,0.9977425499999998,True,"IA signed 2018-12-04 — retrieve PUCT docket PDF for parties, POI details, and milestone schedule | Capacity oscillated (0 MW 4 yrs, then 82.5 MW, now 9.3 MW) — clarify what changed in 2022 and 2024 restatements",True,18INR0069,False,0,Indian Mesa repower,ok,43,
False,True,False,0.7945639500000001,True,IA date anomaly: iaSigned=2013-12-26 on a 2026 INR — resolve whether this is a predecessor/repower project reusing an existing POI/IA or a data artifact | POI 60385 Solstice 138 kV: identify substation coordinates to enable site imagery; search ERCOT nodal maps or PUCT transmission filings,True,26INR0736,False,0,Hovey Solar 2,ok,33,
False,True,False,0.8818027499999999,True,"PUCT Control No. 35077 — IA filing blocked (402) during triage; retrieve IA document for milestone schedule and parties | RWE Clean Energy developer confirmed — search rwe.com newsroom for Champion Wind Repower press releases, COD announcements, and PPA details with Rivian",False,24INR0627,True,0,Champion Wind Repower,ok,35,
False,False,False,0.7469979,True,"Resolve commissioned-vs-queue conflict: ercotqueue.com says 'Commissioned' but ERCOT GIS still active with 2026-12-31 COD — check ERCOT operational data (approvedForCommercialOperation field, SCED presence) for Woodward I & II | IA PDF retrieval via PUCT Interchange (portal was 402 during triage) — extract milestone schedule from the 2018 IA",True,18INR0080,True,0,Woodward 2 repower,ok,33,
False,True,False,0.7224486,True,"PUCT Interchange IA filing (18INR0079, NextEra) — portal blocked during triage; retrieve IA PDF and milestone-schedule exhibit to confirm construction window | Sentinel-2 imagery at 30.9514°N, 102.4141°W — existing turbine site, look for pad disturbance, equipment staging, new turbine installation activity vs. original V47 strings",True,18INR0079,True,0,Woodward I repower,ok,33,
False,False,False,0.9912974999999997,False,Resolve CDSE credentials and run imagery centered on Tesla 345kV substation Childress area | Try PUCT Interchange search from a browser session (portal returned 402 to automated fetch),False,25INR0515,False,0,Fagus Storage SLF,ok,42,
False,False,False,1.0092901500000002,False,PUCT Interchange inaccessible this session — check manually for IA filing under 'Charro Creek Storage 2' or '26INR0071' | 0 MW capacity since Mar 2023 is anomalous — verify whether this is a placeholder/reformulation or a data error vs the original 102 MW entry,False,26INR0071,False,0,Charro Creek Storage 2 SLF,ok,43,
False,False,False,1.0395556499999998,False,"Confirm 0.0 MW capacity drop root cause: pull ERCOT GIS amendment filing or PUCT IA amendment to determine if project was rescoped, split, or cancelled in disguise | Locate IA filing (signed 2021-10-18) via PUCT Interchange once portal access is available — parties page will identify developer and confirm POI address",True,22INR0596,False,0,Grizzly Ridge BESS SLF,ok,44,
False,False,False,1.01751765,False,"IA signed 2023-05-01 — retrieve PUCT Interchange PDF (session-authenticated; blocked during triage) to confirm POI, schedule exhibit, and milestone dates | Honeycomb Solar 22INR0559 co-location — check if BESS is auxiliary to a solar project; may explain 0 MW net capacity",True,23INR0392,False,0,Honeycomb Storage SLF,ok,45,
False,False,False,1.06612725,False,Confirm whether 0 MW capacity is a SLF reclassification or data entry — check if a companion large-gen INR exists for the same developer/site | Identify developer/LLC via TX SOS entity search for 'Charro Creek Storage' — no public web trace found during triage,False,26INR0069,False,0,Charro Creek Storage 1 SLF,ok,41,
False,False,False,1.1139526500000003,False,Confirm substation location: PAWNEESW5 coordinates via AEP Texas or PUCT transmission maps (imagery may be at wrong site) | PUCT Interchange IA search once portal auth available — no IA = no project commitment,False,26INR0073,False,0,Charro Creek Storage 3 SLF,ok,51,
False,True,False,0.94937505,True,IA document: signed 2018-10-16 per ERCOT queue — retrieve from PUCT Interchange (try direct docket search by INR or 'Silver Star I Power Partners') to get POI coordinates and milestone schedule | Approved-for-sync 2020-07-28 with no commercial-op: clarify whether turbines are already online under a partial approval or still waiting — check ERCOT Nodal Portal / CDR operational data,False,18INR0064,False,0,Silver Star repower,ok,36,
False,False,False,0.7430685,True,"IA signed 2018-10-17 per queue — retrieve PDF from PUCT interchange (portal was 402-blocked during triage) to get parties, developer, and milestone schedule | FAA OE/AAA obstruction database: search Young County for turbine filings to get exact turbine coordinates (decisive for site candidate + imagery)",False,20INR0019,False,0,Trinity Hills Wind repower,ok,33,
